Year	   month	Tmax	Tmin	Prec	PAR	CO2
2101	12	-10.0	-21.7	56.3	167.1	389.3
2102	1	-12.1	-23.8	57.9	141.2	389.3
2102	2	-6.5	-18.3	55.5	357.0	389.3
2102	3	-1.6	-13.4	62.7	771.4	389.3
2102	4	6.6	-5.3	67.7	1072.4	389.3
2102	5	17.0	5.2	70.1	974.0	389.3
2102	6	18.3	6.4	110.8	909.8	389.3
2102	7	22.6	10.7	138.8	815.6	389.3
2102	8	19.9	8.0	96.6	601.7	389.3
2102	9	12.8	1.0	102.8	700.1	389.3
2102	10	9.2	-2.6	77.1	246.3	389.3
2102	11	-2.2	-14.0	84.1	177.3	389.3
2102	12	-7.2	-19.0	65.2	151.6	389.3
2103	1	-9.5	-21.2	62.5	161.8	389.3
2103	2	-11.4	-23.1	57.7	333.2	389.3
2103	3	-3.3	-15.1	60.6	750.9	389.3
2103	4	6.2	-5.6	61.5	723.4	389.3
2103	5	15.1	3.2	69.8	860.7	389.3
2103	6	22.3	10.4	96.9	990.1	389.3
2103	7	22.5	10.6	113.5	784.3	389.3
2103	8	21.5	9.6	112.6	805.4	389.3
2103	9	13.7	1.9	103.0	579.1	389.3
2103	10	4.6	-7.2	87.0	309.8	389.3
2103	11	1.1	-10.7	77.6	168.9	389.3
2103	12	-11.8	-23.5	65.5	151.8	389.3
2104	1	-14.5	-26.2	60.5	138.7	389.3
2104	2	-12.4	-24.1	56.1	374.2	389.3
2104	3	-1.0	-12.7	59.8	730.6	389.3
2104	4	7.2	-4.6	63.6	1003.0	389.3
2104	5	15.5	3.6	76.2	932.1	389.3
2104	6	17.2	5.3	107.5	1222.9	389.3
2104	7	20.8	8.9	104.5	871.9	389.3
2104	8	20.0	8.1	107.7	694.2	389.3
2104	9	13.3	1.5	114.3	573.9	389.3
2104	10	5.2	-6.6	84.7	297.9	389.3
2104	11	0.9	-10.9	75.6	190.0	389.3
2104	12	-10.7	-22.4	74.5	134.6	389.3
2105	1	-11.3	-23.0	60.0	163.8	389.3
2105	2	-12.3	-24.0	52.4	363.2	389.3
2105	3	-3.0	-14.8	56.5	848.3	389.3
2105	4	5.7	-6.1	66.2	934.8	389.3
2105	5	16.3	4.5	78.0	969.2	389.3
2105	6	19.4	7.5	99.9	1038.7	389.3
2105	7	23.1	11.2	127.9	816.8	389.3
2105	8	20.0	8.1	95.8	770.9	389.3
2105	9	15.1	3.2	100.1	502.7	389.3
2105	10	11.8	0.0	82.4	278.6	389.3
2105	11	-0.6	-12.4	94.1	173.3	389.3
2105	12	-11.3	-23.0	75.7	147.7	389.3
2106	1	-11.6	-23.4	65.8	135.6	389.3
2106	2	-9.3	-21.1	52.3	348.9	389.3
2106	3	-0.9	-12.7	54.4	642.1	389.3
2106	4	6.9	-5.0	58.4	1005.0	389.3
2106	5	13.9	2.0	83.5	984.2	389.3
2106	6	18.1	6.2	118.1	866.9	389.3
2106	7	21.9	10.0	118.6	846.7	389.3
2106	8	21.8	9.9	111.2	775.9	389.3
2106	9	17.2	5.3	114.7	601.9	389.3
2106	10	7.4	-4.5	87.6	286.4	389.3
2106	11	-0.6	-12.3	97.0	160.9	389.3
2106	12	-4.3	-16.1	65.7	183.0	389.3
2107	1	-11.2	-23.0	63.7	135.7	389.3
2107	2	-5.5	-17.3	60.8	296.7	389.3
2107	3	-5.8	-17.6	59.6	751.2	389.3
2107	4	8.4	-3.4	61.3	1019.1	389.3
2107	5	13.2	1.3	74.5	1062.1	389.3
2107	6	20.9	9.0	104.8	958.6	389.3
2107	7	21.6	9.7	113.1	979.8	389.3
2107	8	24.4	12.5	94.5	637.8	389.3
2107	9	14.8	2.9	92.1	548.5	389.3
2107	10	8.0	-3.8	76.3	296.4	389.3
2107	11	-0.5	-12.3	88.5	181.9	389.3
2107	12	-6.4	-18.2	67.0	172.0	389.3
2108	1	-12.4	-24.1	59.9	132.7	389.3
2108	2	-11.3	-23.0	57.4	317.2	389.3
2108	3	-2.8	-14.6	55.3	680.8	389.3
2108	4	1.7	-10.1	61.1	848.3	389.3
2108	5	16.3	4.4	75.7	863.1	389.3
2108	6	21.4	9.5	96.6	822.0	389.3
2108	7	21.1	9.2	127.8	923.4	389.3
2108	8	21.2	9.3	109.4	700.0	389.3
2108	9	13.9	2.0	106.0	572.1	389.3
2108	10	6.5	-5.3	88.7	205.0	389.3
2108	11	-0.1	-11.9	74.5	177.1	389.3
2108	12	-8.8	-20.6	58.2	151.4	389.3
2109	1	-10.3	-22.0	64.0	125.7	389.3
2109	2	-7.0	-18.8	55.8	269.5	389.3
2109	3	-2.1	-13.9	60.6	706.5	389.3
2109	4	7.5	-4.4	62.4	951.6	389.3
2109	5	12.6	0.7	69.5	1056.8	389.3
2109	6	19.5	7.6	105.0	969.3	389.3
2109	7	22.4	10.5	139.1	777.1	389.3
2109	8	20.1	8.2	112.4	666.9	389.3
2109	9	13.6	1.7	108.2	477.1	389.3
2109	10	9.5	-2.3	74.3	282.1	389.3
2109	11	-4.1	-15.9	78.8	157.2	389.3
2109	12	-6.7	-18.4	68.1	163.6	389.3
2110	1	-15.4	-27.1	64.2	161.0	389.3
2110	2	-8.9	-20.7	57.8	334.1	389.3
2110	3	-1.4	-13.2	57.3	663.1	389.3
2110	4	8.0	-3.8	56.9	1071.7	389.3
2110	5	15.5	3.6	79.1	1186.1	389.3
2110	6	19.3	7.4	95.0	961.7	389.3
2110	7	21.9	10.0	128.1	951.2	389.3
2110	8	22.1	10.2	99.8	719.3	389.3
2110	9	14.4	2.5	95.1	482.8	389.3
2110	10	8.6	-3.2	79.1	239.9	389.3
2110	11	0.1	-11.7	76.2	150.1	389.3
2110	12	-8.2	-20.0	76.4	139.8	389.3
2111	1	-12.1	-23.8	66.6	137.6	389.3
2111	2	-7.8	-19.5	56.1	374.0	389.3
2111	3	-3.0	-14.8	69.5	546.8	389.3
2111	4	3.1	-8.7	60.9	1147.1	389.3
2111	5	15.5	3.6	84.0	1039.5	389.3
2111	6	21.0	9.1	94.1	1076.2	389.3
2111	7	20.7	8.8	111.3	915.4	389.3
2111	8	18.4	6.5	119.4	693.6	389.3
2111	9	14.4	2.6	98.9	594.3	389.3
2111	10	7.0	-4.9	75.8	266.5	389.3
2111	11	-1.6	-13.3	93.6	165.1	389.3
2111	12	-12.1	-23.8	64.6	169.2	389.3
2112	1	-11.6	-23.4	55.8	151.9	389.3
2112	2	-9.4	-21.1	59.9	351.4	389.3
2112	3	-4.0	-15.8	61.2	874.8	389.3
2112	4	3.7	-8.2	64.4	945.3	389.3
2112	5	13.7	1.8	79.4	1098.8	389.3
2112	6	19.5	7.6	113.6	851.2	389.3
2112	7	22.1	10.2	109.6	780.8	389.3
2112	8	20.2	8.3	111.3	646.4	389.3
2112	9	14.8	2.9	102.0	510.8	389.3
2112	10	1.7	-10.1	86.2	256.9	389.3
2112	11	-0.4	-12.2	86.0	145.5	389.3
2112	12	-13.3	-25.0	62.0	172.2	389.3
2113	1	-13.7	-25.5	66.9	142.2	389.3
2113	2	-8.7	-20.5	54.2	366.8	389.3
2113	3	-4.2	-16.0	58.3	795.0	389.3
2113	4	5.1	-6.8	60.7	937.7	389.3
2113	5	15.7	3.8	66.3	1164.9	389.3
2113	6	17.1	5.2	110.7	922.1	389.3
2113	7	21.5	9.6	134.6	768.1	389.3
2113	8	20.0	8.1	92.8	677.9	389.3
2113	9	13.9	2.0	99.5	472.5	389.3
2113	10	10.7	-1.1	73.3	290.6	389.3
2113	11	-0.3	-12.0	91.0	138.7	389.3
2113	12	-6.8	-18.6	70.9	180.0	389.3
2114	1	-8.7	-20.5	61.8	134.2	389.3
2114	2	-11.0	-22.7	54.8	248.9	389.3
2114	3	-4.5	-16.3	49.7	686.0	389.3
2114	4	9.1	-2.8	62.2	966.7	389.3
2114	5	18.3	6.4	74.6	1021.5	389.3
2114	6	20.8	8.9	115.0	961.2	389.3
2114	7	26.2	14.3	123.4	987.4	389.3
2114	8	21.0	9.1	109.5	957.2	389.3
2114	9	15.6	3.8	101.3	632.2	389.3
2114	10	7.3	-4.5	79.7	329.8	389.3
2114	11	-2.4	-14.2	81.7	166.9	389.3
2114	12	-8.5	-20.3	59.5	134.4	389.3
2115	1	-11.2	-23.0	64.7	116.5	389.3
2115	2	-8.1	-19.9	61.5	329.4	389.3
2115	3	-5.0	-16.8	55.6	676.5	389.3
2115	4	3.4	-8.4	63.5	1004.2	389.3
2115	5	13.8	1.9	78.8	1070.0	389.3
2115	6	22.9	11.0	97.7	857.9	389.3
2115	7	23.9	12.0	128.1	918.9	389.3
2115	8	22.6	10.7	100.8	818.8	389.3
2115	9	15.8	3.9	108.7	560.9	389.3
2115	10	10.3	-1.5	85.1	272.2	389.3
2115	11	1.6	-10.2	84.9	168.7	389.3
2115	12	-7.3	-19.1	65.9	179.8	389.3
2116	1	-9.8	-21.6	61.1	154.3	389.3
2116	2	-12.4	-24.1	61.4	326.2	389.3
2116	3	-5.5	-17.2	52.7	686.8	389.3
2116	4	10.6	-1.2	68.0	1027.2	389.3
2116	5	12.1	0.3	73.3	870.2	389.3
2116	6	18.8	6.9	89.4	1165.7	389.3
2116	7	22.2	10.3	138.2	786.5	389.3
2116	8	20.7	8.8	110.3	768.9	389.3
2116	9	13.0	1.1	91.9	601.9	389.3
2116	10	4.1	-7.7	80.6	284.8	389.3
2116	11	3.4	-8.5	87.3	173.2	389.3
2116	12	-7.6	-19.4	64.7	184.5	389.3
2117	1	-6.0	-17.8	49.8	136.3	389.3
2117	2	-8.0	-19.8	59.9	331.0	389.3
2117	3	-0.3	-12.1	56.1	735.4	389.3
2117	4	6.2	-5.6	61.0	1066.6	389.3
2117	5	13.7	1.8	75.8	812.5	389.3
2117	6	19.0	7.1	106.3	967.7	389.3
2117	7	22.3	10.4	130.6	802.7	389.3
2117	8	21.0	9.1	105.1	705.4	389.3
2117	9	15.3	3.4	89.5	718.8	389.3
2117	10	9.6	-2.3	81.0	265.9	389.3
2117	11	-0.3	-12.1	87.4	147.6	389.3
2117	12	-7.9	-19.7	66.8	198.9	389.3
2118	1	-10.2	-22.0	61.6	146.6	389.3
2118	2	-7.4	-19.2	55.5	298.5	389.3
2118	3	-2.0	-13.7	56.3	833.0	389.3
2118	4	6.7	-5.1	59.2	684.1	389.3
2118	5	14.9	3.0	78.8	975.3	389.3
2118	6	17.2	5.3	100.9	957.4	389.3
2118	7	21.1	9.2	125.2	981.8	389.3
2118	8	18.7	6.8	111.0	669.2	389.3
2118	9	13.0	1.2	110.4	439.4	389.3
2118	10	4.8	-7.1	86.5	162.7	389.3
2118	11	-1.2	-13.0	89.0	179.8	389.3
2118	12	-4.8	-16.6	67.1	160.0	389.3
2119	1	-9.1	-20.9	62.6	130.7	389.3
2119	2	-4.8	-16.6	59.9	384.1	389.3
2119	3	-0.9	-12.7	58.7	773.0	389.3
2119	4	7.2	-4.6	57.4	1065.5	389.3
2119	5	15.6	3.7	79.8	1023.0	389.3
2119	6	20.7	8.8	102.5	1046.8	389.3
2119	7	20.8	8.9	125.6	906.2	389.3
2119	8	22.2	10.3	105.6	677.5	389.3
2119	9	13.8	2.0	90.6	468.2	389.3
2119	10	6.2	-5.6	86.1	300.1	389.3
2119	11	-0.7	-12.5	88.3	143.1	389.3
2119	12	-13.2	-24.9	62.0	142.6	389.3
2120	1	-9.8	-21.6	52.5	129.0	389.3
2120	2	-8.6	-20.4	54.5	382.0	389.3
2120	3	-0.8	-12.6	59.6	654.1	389.3
2120	4	5.5	-6.4	56.3	983.3	389.3
2120	5	14.2	2.4	70.4	935.8	389.3
2120	6	18.6	6.7	94.7	954.7	389.3
2120	7	23.2	11.3	124.5	786.8	389.3
2120	8	19.2	7.3	100.1	648.6	389.3
2120	9	11.4	-0.4	91.3	552.9	389.3
2120	10	9.5	-2.4	93.1	289.4	389.3
2120	11	3.7	-8.1	87.6	175.9	389.3
2120	12	-11.5	-23.2	72.6	156.0	389.3
2121	1	-10.2	-22.0	65.2	140.9	389.3
2121	2	-5.3	-17.1	52.7	394.8	389.3
2121	3	-1.7	-13.5	57.6	816.9	389.3
2121	4	5.1	-6.7	57.2	890.3	389.3
2121	5	13.0	1.2	78.7	989.7	389.3
2121	6	20.8	8.9	101.5	918.9	389.3
2121	7	22.4	10.5	127.5	1065.9	389.3
2121	8	19.6	7.7	100.2	838.3	389.3
2121	9	14.8	2.9	104.0	644.1	389.3
2121	10	8.9	-2.9	87.9	242.1	389.3
2121	11	-1.0	-12.8	85.7	124.5	389.3
2121	12	-9.4	-21.2	68.7	167.5	389.3
2122	1	-10.0	-21.7	58.3	140.1	389.3
2122	2	-9.8	-21.6	60.1	340.8	389.3
2122	3	-0.7	-12.5	62.3	771.8	389.3
2122	4	5.0	-6.8	64.2	1016.6	389.3
2122	5	13.2	1.3	73.5	964.7	389.3
2122	6	21.3	9.4	113.8	928.0	389.3
2122	7	23.1	11.2	113.1	885.5	389.3
2122	8	19.4	7.6	113.8	743.1	389.3
2122	9	15.2	3.3	116.6	500.7	389.3
2122	10	7.1	-4.7	90.0	327.2	389.3
2122	11	0.2	-11.6	85.2	159.9	389.3
2122	12	-10.3	-22.0	67.7	158.2	389.3
2123	1	-10.2	-21.9	61.7	172.6	389.3
2123	2	-9.8	-21.6	54.9	328.1	389.3
2123	3	-0.3	-12.1	58.3	723.4	389.3
2123	4	3.5	-8.4	57.2	1089.6	389.3
2123	5	12.7	0.9	83.5	1104.2	389.3
2123	6	21.7	9.8	101.8	1042.9	389.3
2123	7	21.8	9.9	121.4	876.6	389.3
2123	8	20.9	9.0	106.2	714.4	389.3
2123	9	13.9	2.0	103.6	616.5	389.3
2123	10	8.3	-3.5	83.4	300.2	389.3
2123	11	1.0	-10.8	94.9	152.5	389.3
2123	12	-5.2	-17.0	67.0	166.3	389.3
2124	1	-16.0	-27.7	65.0	133.4	389.3
2124	2	-7.6	-19.3	61.6	366.0	389.3
2124	3	-0.8	-12.6	56.8	658.7	389.3
2124	4	5.3	-6.5	59.5	851.7	389.3
2124	5	13.1	1.2	70.0	1224.6	389.3
2124	6	20.4	8.5	96.5	956.0	389.3
2124	7	21.7	9.8	112.6	902.0	389.3
2124	8	21.1	9.2	110.4	656.7	389.3
2124	9	16.5	4.6	90.8	578.1	389.3
2124	10	7.9	-3.9	67.8	286.2	389.3
2124	11	-1.7	-13.5	82.7	185.5	389.3
2124	12	-9.5	-21.3	62.0	135.1	389.3
2125	1	-9.5	-21.2	55.6	127.0	389.3
2125	2	-13.0	-24.7	54.8	347.9	389.3
2125	3	-3.8	-15.6	59.8	669.1	389.3
2125	4	7.1	-4.8	59.8	874.2	389.3
2125	5	12.8	0.9	80.5	1055.6	389.3
2125	6	22.7	10.8	122.4	1071.4	389.3
2125	7	20.0	8.1	117.0	778.5	389.3
2125	8	19.6	7.7	107.8	808.1	389.3
2125	9	12.7	0.9	98.3	566.5	389.3
2125	10	6.9	-5.0	93.7	282.9	389.3
2125	11	-0.7	-12.5	79.4	182.7	389.3
2125	12	-13.2	-25.0	63.9	165.9	389.3
2126	1	-11.4	-23.1	64.3	168.1	389.3
2126	2	-5.5	-17.3	58.0	293.6	389.3
2126	3	-0.4	-12.2	60.8	797.1	389.3
2126	4	6.2	-5.7	57.6	1179.6	389.3
2126	5	9.2	-2.7	71.5	1130.1	389.3
2126	6	18.1	6.2	123.6	878.7	389.3
2126	7	21.2	9.4	103.8	804.7	389.3
2126	8	22.2	10.3	117.8	760.8	389.3
2126	9	14.1	2.2	88.2	572.9	389.3
2126	10	7.3	-4.5	89.9	277.9	389.3
2126	11	-1.2	-13.0	93.9	157.6	389.3
2126	12	-3.8	-15.5	65.4	181.3	389.3
2127	1	-12.0	-23.7	62.3	145.8	389.3
2127	2	-7.7	-19.4	55.2	332.1	389.3
2127	3	-3.9	-15.7	60.9	548.9	389.3
2127	4	5.9	-6.0	68.7	1091.2	389.3
2127	5	13.0	1.1	70.2	1037.0	389.3
2127	6	19.8	7.9	100.7	833.9	389.3
2127	7	23.6	11.7	118.7	789.1	389.3
2127	8	18.8	6.9	98.8	807.2	389.3
2127	9	16.7	4.9	108.2	492.3	389.3
2127	10	6.6	-5.2	77.1	286.9	389.3
2127	11	-1.2	-13.0	86.6	175.4	389.3
2127	12	-9.5	-21.3	69.8	153.4	389.3
2128	1	-11.5	-23.3	60.8	146.3	389.3
2128	2	-13.9	-25.7	61.1	346.0	389.3
2128	3	2.2	-9.6	60.4	751.1	389.3
2128	4	6.3	-5.6	57.1	1056.9	389.3
2128	5	12.4	0.6	69.0	1300.7	389.3
2128	6	18.7	6.8	115.0	851.3	389.3
2128	7	23.2	11.3	123.6	912.7	389.3
2128	8	22.0	10.1	91.1	544.7	389.3
2128	9	15.7	3.9	110.0	573.7	389.3
2128	10	6.3	-5.6	94.1	292.0	389.3
2128	11	-4.8	-16.6	79.9	144.2	389.3
2128	12	-4.3	-16.1	60.0	160.8	389.3
2129	1	-9.7	-21.4	62.8	168.0	389.3
2129	2	-10.3	-22.0	56.0	350.4	389.3
2129	3	-1.5	-13.2	60.5	776.8	389.3
2129	4	6.1	-5.7	63.5	1075.9	389.3
2129	5	14.6	2.7	74.5	1096.8	389.3
2129	6	24.1	12.2	106.5	1032.2	389.3
2129	7	25.0	13.1	111.8	878.8	389.3
2129	8	22.9	11.0	110.5	765.6	389.3
2129	9	18.0	6.1	109.7	588.9	389.3
2129	10	5.0	-6.8	75.7	277.1	389.3
2129	11	0.1	-11.7	83.2	199.7	389.3
2129	12	-10.2	-21.9	63.4	167.5	389.3
2130	1	-13.9	-25.7	54.1	123.4	389.3
2130	2	-11.2	-23.0	61.4	346.6	389.3
2130	3	-5.7	-17.5	54.7	711.9	389.3
2130	4	4.8	-7.0	58.2	967.6	389.3
2130	5	18.2	6.3	76.3	1077.4	389.3
2130	6	21.7	9.8	104.2	916.8	389.3
2130	7	22.4	10.5	122.6	847.2	389.3
2130	8	21.2	9.3	98.9	781.1	389.3
2130	9	12.2	0.3	102.0	466.0	389.3
2130	10	6.5	-5.3	78.2	296.0	389.3
2130	11	-4.6	-16.4	90.7	185.0	389.3
2130	12	-7.5	-19.3	65.5	175.1	389.3
2131	1	-15.1	-26.8	66.0	131.4	389.3
2131	2	-6.3	-18.1	54.0	309.5	389.3
2131	3	-4.5	-16.2	68.6	630.6	389.3
2131	4	8.3	-3.5	61.9	1130.1	389.3
2131	5	16.5	4.6	74.5	1168.7	389.3
2131	6	17.5	5.6	109.1	936.8	389.3
2131	7	23.3	11.4	113.7	929.7	389.3
2131	8	21.8	9.9	99.4	668.3	389.3
2131	9	13.6	1.7	110.0	490.6	389.3
2131	10	7.7	-4.2	74.5	306.7	389.3
2131	11	-0.7	-12.5	75.5	165.7	389.3
2131	12	-10.1	-21.9	67.2	155.9	389.3
2132	1	-12.9	-24.7	64.4	138.5	389.3
2132	2	-8.0	-19.8	54.4	311.2	389.3
2132	3	-1.6	-13.3	63.2	761.5	389.3
2132	4	6.8	-5.0	63.8	793.7	389.3
2132	5	15.5	3.7	72.2	866.7	389.3
2132	6	21.0	9.1	104.8	1158.1	389.3
2132	7	22.0	10.1	109.6	802.2	389.3
2132	8	20.7	8.8	121.4	844.9	389.3
2132	9	13.9	2.0	98.7	578.6	389.3
2132	10	11.9	0.1	93.5	303.7	389.3
2132	11	-1.4	-13.2	80.0	152.4	389.3
2132	12	-10.7	-22.4	68.5	172.8	389.3
2133	1	-12.3	-24.0	57.5	163.4	389.3
2133	2	-9.8	-21.5	60.0	350.6	389.3
2133	3	-3.7	-15.5	51.4	799.8	389.3
2133	4	2.7	-9.1	60.5	958.3	389.3
2133	5	12.9	1.0	62.6	1237.2	389.3
2133	6	19.8	7.9	102.4	959.5	389.3
2133	7	22.4	10.5	129.4	841.1	389.3
2133	8	22.1	10.2	101.9	551.1	389.3
2133	9	14.9	3.1	112.1	624.9	389.3
2133	10	7.1	-4.8	74.1	287.9	389.3
2133	11	-0.7	-12.5	92.7	161.9	389.3
2133	12	-4.8	-16.6	71.7	166.9	389.3
2134	1	-11.6	-23.3	62.9	127.8	389.3
2134	2	-11.1	-22.9	60.8	390.2	389.3
2134	3	-1.4	-13.2	55.4	656.5	389.3
2134	4	5.3	-6.6	62.0	907.7	389.3
2134	5	16.8	4.9	84.0	897.5	389.3
2134	6	18.9	7.0	122.3	915.2	389.3
2134	7	22.9	11.0	115.0	878.5	389.3
2134	8	22.2	10.3	96.3	723.0	389.3
2134	9	14.8	2.9	98.8	564.7	389.3
2134	10	6.4	-5.5	81.8	272.5	389.3
2134	11	-2.9	-14.7	85.3	175.7	389.3
2134	12	-10.6	-22.3	67.6	147.0	389.3
2135	1	-13.1	-24.8	61.1	149.1	389.3
2135	2	-13.9	-25.6	50.5	344.1	389.3
2135	3	-3.1	-14.9	52.9	673.7	389.3
2135	4	5.3	-6.5	61.9	930.2	389.3
2135	5	12.4	0.5	78.5	1102.3	389.3
2135	6	17.7	5.8	100.1	893.8	389.3
2135	7	23.5	11.6	120.0	872.6	389.3
2135	8	19.2	7.3	103.8	799.7	389.3
2135	9	15.1	3.2	108.5	464.2	389.3
2135	10	7.0	-4.8	77.9	290.6	389.3
2135	11	-1.1	-12.9	91.7	138.3	389.3
2135	12	-8.5	-20.3	65.1	150.6	389.3
2136	1	-7.3	-19.0	65.4	117.2	389.3
2136	2	-6.5	-18.2	53.8	345.1	389.3
2136	3	-5.1	-16.8	55.8	752.3	389.3
2136	4	2.5	-9.3	59.4	949.5	389.3
2136	5	12.8	1.0	89.0	1149.1	389.3
2136	6	18.6	6.8	120.1	1026.4	389.3
2136	7	23.3	11.4	108.0	813.6	389.3
2136	8	20.3	8.4	109.7	676.5	389.3
2136	9	15.2	3.3	110.0	590.7	389.3
2136	10	8.6	-3.2	88.1	284.8	389.3
2136	11	0.6	-11.2	89.0	170.1	389.3
2136	12	-5.9	-17.6	65.6	180.7	389.3
2137	1	-14.1	-25.8	60.2	133.3	389.3
2137	2	-9.1	-20.9	49.2	384.0	389.3
2137	3	-2.4	-14.2	62.7	746.7	389.3
2137	4	5.2	-6.6	60.6	858.1	389.3
2137	5	17.8	6.0	67.6	908.5	389.3
2137	6	21.2	9.3	114.0	1089.4	389.3
2137	7	21.5	9.6	129.7	974.1	389.3
2137	8	18.9	7.0	107.1	722.0	389.3
2137	9	13.8	1.9	106.1	572.9	389.3
2137	10	10.7	-1.1	89.1	270.8	389.3
2137	11	-0.4	-12.2	67.6	128.9	389.3
2137	12	-8.2	-20.0	69.5	145.1	389.3
2138	1	-12.5	-24.3	65.7	165.7	389.3
2138	2	-10.0	-21.7	53.6	357.6	389.3
2138	3	-1.9	-13.7	60.5	785.4	389.3
2138	4	5.0	-6.8	60.0	926.4	389.3
2138	5	14.8	2.9	76.9	892.0	389.3
2138	6	20.1	8.2	102.2	874.4	389.3
2138	7	23.1	11.2	119.1	775.1	389.3
2138	8	21.3	9.4	120.4	790.5	389.3
2138	9	14.6	2.7	93.1	579.0	389.3
2138	10	6.9	-4.9	81.4	302.2	389.3
2138	11	0.8	-11.0	95.8	147.4	389.3
2138	12	-7.7	-19.5	66.5	167.6	389.3
2139	1	-14.8	-26.5	64.7	129.9	389.3
2139	2	-5.1	-16.9	56.7	304.1	389.3
2139	3	-1.1	-12.9	52.0	744.7	389.3
2139	4	7.8	-4.0	62.4	895.8	389.3
2139	5	14.7	2.9	76.9	1020.3	389.3
2139	6	20.1	8.2	104.4	1087.6	389.3
2139	7	21.9	10.0	131.1	1038.7	389.3
2139	8	20.2	8.3	98.0	837.6	389.3
2139	9	13.7	1.9	101.9	580.9	389.3
2139	10	7.8	-4.1	82.4	303.1	389.3
2139	11	0.1	-11.7	77.0	172.9	389.3
2139	12	-8.9	-20.7	67.8	158.6	389.3
2140	1	-16.9	-28.7	73.0	137.4	389.3
2140	2	-9.3	-21.0	48.3	347.0	389.3
2140	3	-1.9	-13.7	54.5	683.6	389.3
2140	4	7.5	-4.3	68.7	901.3	389.3
2140	5	16.1	4.2	74.6	943.4	389.3
2140	6	22.8	10.9	93.0	985.7	389.3
2140	7	21.1	9.2	127.8	826.2	389.3
2140	8	19.6	7.7	109.7	749.1	389.3
2140	9	15.1	3.3	103.6	566.4	389.3
2140	10	9.7	-2.2	78.2	271.2	389.3
2140	11	0.3	-11.5	83.9	136.8	389.3
2140	12	-6.7	-18.5	75.5	152.5	389.3
2141	1	-10.9	-22.6	61.0	130.4	389.3
2141	2	-15.2	-26.9	53.2	378.5	389.3
2141	3	-0.1	-11.9	57.5	761.0	389.3
2141	4	1.7	-10.1	69.4	1064.4	389.3
2141	5	13.9	2.0	79.7	826.5	389.3
2141	6	21.5	9.6	99.7	1009.2	389.3
2141	7	19.7	7.8	112.1	892.2	389.3
2141	8	22.4	10.4	107.7	745.6	389.3
2141	9	14.1	2.3	110.9	513.8	389.3
2141	10	7.8	-4.1	77.2	276.1	389.3
2141	11	-0.4	-12.2	84.1	164.3	389.3
2141	12	-9.4	-21.2	65.6	144.5	389.3
2142	1	-15.8	-27.5	60.1	138.0	389.3
2142	2	-6.3	-18.1	64.9	399.9	389.3
2142	3	-3.0	-14.8	63.1	803.8	389.3
2142	4	6.1	-5.7	67.1	1012.5	389.3
2142	5	13.0	1.1	79.2	1000.5	389.3
2142	6	22.5	10.6	105.8	906.5	389.3
2142	7	21.4	9.5	122.9	1040.9	389.3
2142	8	22.9	11.0	126.5	771.8	389.3
2142	9	14.8	2.9	96.3	571.8	389.3
2142	10	9.1	-2.7	74.1	247.5	389.3
2142	11	3.3	-8.5	95.2	162.0	389.3
2142	12	-6.6	-18.4	56.8	182.7	389.3
2143	1	-15.5	-27.2	59.4	129.4	389.3
2143	2	-11.9	-23.6	53.9	365.4	389.3
2143	3	-4.7	-16.5	59.8	702.4	389.3
2143	4	6.6	-5.2	56.4	883.8	389.3
2143	5	16.7	4.9	72.3	1019.6	389.3
2143	6	20.9	9.0	105.2	1110.0	389.3
2143	7	23.1	11.2	124.4	926.9	389.3
2143	8	20.8	9.0	101.6	842.6	389.3
2143	9	14.1	2.3	98.2	536.5	389.3
2143	10	5.0	-6.8	87.9	255.4	389.3
2143	11	1.3	-10.5	79.1	184.4	389.3
2143	12	-7.5	-19.3	66.1	151.3	389.3
2144	1	-13.4	-25.1	65.3	159.2	389.3
2144	2	-7.3	-19.0	60.4	318.3	389.3
2144	3	-5.6	-17.3	58.5	932.3	389.3
2144	4	7.4	-4.4	54.9	979.2	389.3
2144	5	15.1	3.2	76.3	1258.9	389.3
2144	6	17.8	5.9	100.3	1139.9	389.3
2144	7	23.3	11.4	124.5	956.8	389.3
2144	8	18.2	6.3	93.4	891.7	389.3
2144	9	14.4	2.5	123.1	541.4	389.3
2144	10	5.4	-6.4	83.9	290.3	389.3
2144	11	-1.8	-13.6	90.5	151.3	389.3
2144	12	-3.0	-14.8	72.2	166.0	389.3
2145	1	-12.9	-24.7	66.6	150.0	389.3
2145	2	-12.9	-24.7	53.1	392.8	389.3
2145	3	-2.9	-14.6	60.4	834.9	389.3
2145	4	6.1	-5.7	60.6	1060.1	389.3
2145	5	13.5	1.7	76.6	811.1	389.3
2145	6	20.9	9.0	103.5	863.2	389.3
2145	7	21.1	9.2	119.6	737.0	389.3
2145	8	23.6	11.7	101.6	795.8	389.3
2145	9	15.3	3.4	105.8	569.9	389.3
2145	10	9.4	-2.4	76.7	251.3	389.3
2145	11	-0.3	-12.1	89.9	149.6	389.3
2145	12	-5.8	-17.5	67.8	154.8	389.3
2146	1	-15.6	-27.3	61.4	141.0	389.3
2146	2	-6.3	-18.1	60.7	417.6	389.3
2146	3	-2.2	-14.0	55.4	734.5	389.3
2146	4	10.2	-1.7	62.1	946.9	389.3
2146	5	12.7	0.8	69.8	971.3	389.3
2146	6	19.5	7.6	100.2	1103.7	389.3
