Year	   month	Tmax	Tmin	Prec	PAR	CO2
2012	10	5.0	-6.8	73.9	253.8	389.3
2012	11	-3.4	-15.2	87.0	148.1	389.3
2012	12	-8.1	-19.8	69.9	141.1	389.3
2013	1	-6.6	-18.3	60.6	143.4	389.3
2013	2	-8.9	-20.7	50.2	290.5	389.3
2013	3	-3.0	-14.8	59.0	762.4	389.3
2013	4	4.1	-7.7	70.7	963.2	389.3
2013	5	12.2	0.4	70.8	992.4	389.3
2013	6	19.5	7.6	115.7	1102.8	389.3
2013	7	22.2	10.3	118.0	1003.4	389.3
2013	8	22.0	10.1	112.4	702.2	389.3
2013	9	12.7	0.8	97.3	482.7	389.3
2013	10	3.1	-8.7	73.5	291.2	389.3
2013	11	2.5	-9.3	75.5	176.4	389.3
2013	12	-9.7	-21.5	62.4	150.1	389.3
2014	1	-12.9	-24.6	59.5	140.3	389.3
2014	2	-4.7	-16.5	58.7	422.7	389.3
2014	3	-1.8	-13.6	54.9	763.9	389.3
2014	4	2.9	-8.9	62.2	1015.4	389.3
2014	5	17.0	5.1	76.6	1161.5	389.3
2014	6	20.5	8.6	103.5	914.3	389.3
2014	7	23.3	11.4	117.0	911.2	389.3
2014	8	18.7	6.8	96.1	837.3	389.3
2014	9	14.7	2.9	106.9	501.4	389.3
2014	10	10.2	-1.6	80.5	356.9	389.3
2014	11	1.1	-10.7	77.4	163.3	389.3
2014	12	-2.6	-14.4	71.8	164.1	389.3
2015	1	-13.2	-24.9	60.6	144.4	389.3
2015	2	-11.2	-22.9	52.3	339.2	389.3
2015	3	0.3	-11.5	56.1	667.6	389.3
2015	4	11.8	0.0	58.1	948.6	389.3
2015	5	15.3	3.4	77.3	1125.9	389.3
2015	6	18.3	6.4	104.3	950.7	389.3
2015	7	21.6	9.7	113.7	1047.8	389.3
2015	8	20.1	8.2	111.4	784.1	389.3
2015	9	14.1	2.3	113.8	539.3	389.3
2015	10	4.8	-7.0	89.8	291.3	389.3
2015	11	-3.5	-15.3	74.4	166.3	389.3
2015	12	-5.0	-16.7	68.9	179.8	389.3
2016	1	-11.5	-23.3	59.6	135.9	389.3
2016	2	-12.6	-24.3	54.9	388.3	389.3
2016	3	-4.0	-15.7	59.9	691.7	389.3
2016	4	4.9	-7.0	57.9	816.9	389.3
2016	5	14.4	2.5	68.2	1024.4	389.3
2016	6	18.9	7.0	104.3	978.3	389.3
2016	7	21.4	9.5	104.2	869.4	389.3
2016	8	19.2	7.3	100.1	791.4	389.3
2016	9	16.1	4.2	105.9	600.8	389.3
2016	10	10.7	-1.2	69.5	307.0	389.3
2016	11	-0.9	-12.6	71.6	152.4	389.3
2016	12	-12.7	-24.5	69.7	188.2	389.3
2017	1	-12.7	-24.4	56.3	130.5	389.3
2017	2	-7.7	-19.4	59.6	364.1	389.3
2017	3	-2.5	-14.3	58.8	744.4	389.3
2017	4	2.1	-9.7	58.9	824.8	389.3
2017	5	13.6	1.7	77.4	926.9	389.3
2017	6	19.7	7.8	109.8	1016.6	389.3
2017	7	24.0	12.1	93.6	759.4	389.3
2017	8	18.8	6.9	106.5	752.9	389.3
2017	9	14.6	2.7	111.3	530.9	389.3
2017	10	9.1	-2.7	86.7	315.2	389.3
2017	11	1.4	-10.4	83.0	169.4	389.3
2017	12	-11.9	-23.6	68.3	161.0	389.3
2018	1	-9.8	-21.6	69.5	142.5	389.3
2018	2	-3.4	-15.2	51.9	350.6	389.3
2018	3	-4.5	-16.2	58.4	765.9	389.3
2018	4	2.6	-9.2	59.9	844.3	389.3
2018	5	16.1	4.3	78.7	971.0	389.3
2018	6	19.0	7.1	124.5	857.4	389.3
2018	7	24.1	12.2	103.1	920.1	389.3
2018	8	21.3	9.4	97.4	916.6	389.3
2018	9	15.7	3.8	120.4	597.7	389.3
2018	10	7.8	-4.0	76.8	253.5	389.3
2018	11	-3.7	-15.5	84.5	161.2	389.3
2018	12	-8.4	-20.2	62.4	167.4	389.3
2019	1	-8.2	-20.0	64.5	122.8	389.3
2019	2	-7.8	-19.5	59.2	372.4	389.3
2019	3	-2.1	-13.9	54.1	781.1	389.3
2019	4	7.3	-4.6	64.5	858.0	389.3
2019	5	15.0	3.2	74.1	897.6	389.3
2019	6	21.6	9.7	109.6	1079.5	389.3
2019	7	23.2	11.3	129.1	1008.6	389.3
2019	8	19.2	7.3	104.0	719.0	389.3
2019	9	15.3	3.4	115.1	484.2	389.3
2019	10	7.9	-3.9	88.7	267.2	389.3
2019	11	0.2	-11.6	81.9	139.5	389.3
2019	12	-8.1	-19.9	65.8	178.8	389.3
2020	1	-12.9	-24.6	59.8	134.1	389.3
2020	2	-8.9	-20.6	55.2	376.8	389.3
2020	3	-1.3	-13.1	58.7	637.7	389.3
2020	4	6.5	-5.3	67.1	839.4	389.3
2020	5	12.6	0.7	67.3	1176.9	389.3
2020	6	20.9	9.0	119.6	890.5	389.3
2020	7	22.6	10.7	117.9	929.1	389.3
2020	8	22.3	10.4	104.6	740.2	389.3
2020	9	11.6	-0.2	89.7	500.4	389.3
2020	10	7.0	-4.9	77.1	294.1	389.3
2020	11	-0.3	-12.1	85.8	136.1	389.3
2020	12	-8.9	-20.7	63.4	161.7	389.3
2021	1	-12.4	-24.2	61.2	164.6	389.3
2021	2	-11.0	-22.8	54.5	351.4	389.3
2021	3	-2.6	-14.4	60.8	723.0	389.3
2021	4	4.1	-7.8	63.4	944.1	389.3
2021	5	13.4	1.5	79.5	1089.7	389.3
2021	6	20.3	8.4	100.6	925.3	389.3
2021	7	24.0	12.1	110.5	884.5	389.3
2021	8	17.1	5.2	104.5	810.1	389.3
2021	9	15.7	3.8	103.0	523.9	389.3
2021	10	4.9	-6.9	82.3	239.4	389.3
2021	11	-0.7	-12.5	84.5	168.8	389.3
2021	12	-15.4	-27.1	65.9	131.7	389.3
2022	1	-10.3	-22.1	64.6	146.4	389.3
2022	2	-8.3	-20.1	55.5	376.9	389.3
2022	3	-0.6	-12.4	60.9	698.2	389.3
2022	4	7.9	-4.0	63.7	953.8	389.3
2022	5	14.9	3.0	82.3	918.4	389.3
2022	6	21.1	9.2	102.7	1111.3	389.3
2022	7	20.5	8.6	114.7	825.8	389.3
2022	8	22.3	10.4	108.1	656.9	389.3
2022	9	13.8	1.9	109.3	397.5	389.3
2022	10	9.6	-2.2	87.2	222.7	389.3
2022	11	-0.7	-12.5	81.7	163.3	389.3
2022	12	-9.1	-20.9	73.4	158.7	389.3
2023	1	-9.4	-21.1	72.5	118.4	389.3
2023	2	-8.6	-20.3	60.1	327.3	389.3
2023	3	-0.4	-12.2	50.7	795.1	389.3
2023	4	7.3	-4.5	60.6	957.6	389.3
2023	5	14.3	2.4	74.6	1223.5	389.3
2023	6	21.0	9.1	98.1	902.0	389.3
2023	7	23.0	11.1	125.4	994.9	389.3
2023	8	20.7	8.8	87.7	744.6	389.3
2023	9	14.0	2.1	102.8	555.5	389.3
2023	10	8.7	-3.1	89.9	236.9	389.3
2023	11	1.7	-10.1	77.7	147.6	389.3
2023	12	-8.5	-20.2	67.5	154.0	389.3
2024	1	-11.5	-23.3	59.6	151.4	389.3
2024	2	-8.7	-20.5	58.6	300.1	389.3
2024	3	-5.9	-17.7	47.9	792.1	389.3
2024	4	3.4	-8.4	61.8	992.6	389.3
2024	5	14.7	2.9	64.9	964.7	389.3
2024	6	21.7	9.8	104.7	946.7	389.3
2024	7	24.2	12.3	128.7	892.9	389.3
2024	8	21.2	9.3	84.1	695.1	389.3
2024	9	15.4	3.5	102.7	547.1	389.3
2024	10	5.0	-6.8	83.1	259.6	389.3
2024	11	-1.3	-13.0	85.6	141.0	389.3
2024	12	-6.3	-18.1	65.7	150.8	389.3
2025	1	-12.2	-23.9	69.0	150.8	389.3
2025	2	-9.0	-20.8	53.7	348.6	389.3
2025	3	-4.6	-16.4	61.6	647.4	389.3
2025	4	6.3	-5.5	66.4	907.9	389.3
2025	5	14.5	2.6	86.2	909.5	389.3
2025	6	19.1	7.3	123.6	1010.7	389.3
2025	7	22.1	10.2	119.0	736.9	389.3
2025	8	19.9	8.0	87.3	877.2	389.3
2025	9	15.6	3.8	121.6	545.8	389.3
2025	10	11.0	-0.8	85.6	298.0	389.3
2025	11	-2.1	-13.9	86.8	185.1	389.3
2025	12	-8.9	-20.6	64.6	152.0	389.3
2026	1	-8.4	-20.2	60.3	148.7	389.3
2026	2	-9.7	-21.4	56.2	367.2	389.3
2026	3	-4.8	-16.6	47.8	781.9	389.3
2026	4	7.1	-4.7	56.0	880.2	389.3
2026	5	15.1	3.3	75.5	1244.4	389.3
2026	6	22.1	10.2	103.4	1037.5	389.3
2026	7	22.6	10.7	106.7	902.9	389.3
2026	8	20.4	8.5	107.5	784.7	389.3
2026	9	18.2	6.3	102.2	462.5	389.3
2026	10	8.3	-3.6	78.3	256.8	389.3
2026	11	-1.3	-13.1	93.1	165.8	389.3
2026	12	-10.0	-21.8	71.3	158.8	389.3
2027	1	-10.5	-22.2	60.3	125.9	389.3
2027	2	-8.1	-19.9	53.5	310.9	389.3
2027	3	-3.7	-15.5	58.7	768.9	389.3
2027	4	5.6	-6.2	63.1	1034.1	389.3
2027	5	12.8	0.9	73.6	1021.0	389.3
2027	6	19.8	8.0	106.9	950.8	389.3
2027	7	23.5	11.6	118.6	919.0	389.3
2027	8	19.3	7.4	110.7	801.3	389.3
2027	9	15.7	3.9	111.5	521.8	389.3
2027	10	8.2	-3.6	72.5	284.6	389.3
2027	11	4.0	-7.8	86.2	172.7	389.3
2027	12	-9.8	-21.6	68.0	186.4	389.3
2028	1	-14.7	-26.4	63.4	143.6	389.3
2028	2	-4.0	-15.8	55.2	315.3	389.3
2028	3	-1.4	-13.2	61.4	686.9	389.3
2028	4	7.0	-4.8	60.8	966.1	389.3
2028	5	14.2	2.4	76.1	909.7	389.3
2028	6	21.1	9.2	105.7	1000.1	389.3
2028	7	21.1	9.2	130.4	874.1	389.3
2028	8	20.7	8.8	110.6	834.8	389.3
2028	9	15.7	3.8	120.9	507.5	389.3
2028	10	9.2	-2.6	70.9	224.3	389.3
2028	11	1.3	-10.5	82.9	173.7	389.3
2028	12	-10.1	-21.9	63.6	157.0	389.3
2029	1	-16.2	-27.9	64.2	117.0	389.3
2029	2	-3.9	-15.7	55.9	352.3	389.3
2029	3	-9.9	-21.6	56.9	779.1	389.3
2029	4	3.5	-8.3	57.0	915.2	389.3
2029	5	12.7	0.9	68.6	951.7	389.3
2029	6	20.1	8.2	103.8	1042.7	389.3
2029	7	21.2	9.3	118.8	846.3	389.3
2029	8	21.5	9.6	93.9	763.1	389.3
2029	9	13.0	1.1	113.3	533.4	389.3
2029	10	6.8	-5.0	69.2	345.9	389.3
2029	11	0.7	-11.1	86.5	185.8	389.3
2029	12	-4.0	-15.7	60.8	177.2	389.3
2030	1	-15.4	-27.1	62.7	129.7	389.3
2030	2	-6.8	-18.5	53.4	377.5	389.3
2030	3	-1.1	-12.9	53.6	711.6	389.3
2030	4	7.8	-4.0	65.5	1038.4	389.3
2030	5	16.1	4.3	73.6	1068.8	389.3
2030	6	21.4	9.5	123.8	980.6	389.3
2030	7	23.3	11.4	131.2	930.5	389.3
2030	8	21.7	9.8	110.0	684.4	389.3
2030	9	14.1	2.3	100.2	628.8	389.3
2030	10	7.5	-4.4	74.6	285.4	389.3
2030	11	-0.1	-11.9	92.8	143.3	389.3
2030	12	-8.3	-20.0	61.1	144.3	389.3
2031	1	-11.0	-22.7	56.4	147.0	389.3
2031	2	-5.7	-17.4	52.7	345.2	389.3
2031	3	-2.3	-14.1	56.6	634.9	389.3
2031	4	3.9	-7.9	59.7	1094.2	389.3
2031	5	19.2	7.3	67.5	929.4	389.3
2031	6	20.9	9.0	107.7	975.4	389.3
2031	7	21.6	9.7	123.0	823.7	389.3
2031	8	21.2	9.3	95.2	788.2	389.3
2031	9	13.8	1.9	94.0	495.8	389.3
2031	10	3.9	-7.9	77.9	335.9	389.3
2031	11	-1.7	-13.5	77.3	189.1	389.3
2031	12	-6.7	-18.5	65.9	156.9	389.3
2032	1	-9.6	-21.4	63.4	125.6	389.3
2032	2	-13.7	-25.4	60.5	330.4	389.3
2032	3	-4.0	-15.7	59.4	659.6	389.3
2032	4	6.6	-5.2	55.0	841.0	389.3
2032	5	12.4	0.6	75.4	1033.3	389.3
2032	6	21.6	9.8	113.7	1073.3	389.3
2032	7	22.8	10.9	117.7	795.0	389.3
2032	8	20.5	8.6	109.2	838.1	389.3
2032	9	13.7	1.9	116.3	559.3	389.3
2032	10	9.0	-2.9	95.9	341.7	389.3
2032	11	0.8	-11.0	77.0	176.8	389.3
2032	12	-5.5	-17.2	64.2	167.9	389.3
2033	1	-10.9	-22.7	59.2	123.7	389.3
2033	2	-7.9	-19.6	56.4	261.9	389.3
2033	3	-3.5	-15.3	64.4	656.8	389.3
2033	4	7.3	-4.5	57.8	937.3	389.3
2033	5	12.0	0.1	82.7	865.1	389.3
2033	6	19.7	7.8	98.7	910.0	389.3
2033	7	21.0	9.1	132.5	947.5	389.3
2033	8	22.4	10.5	94.1	769.7	389.3
2033	9	14.0	2.2	88.0	437.3	389.3
2033	10	7.6	-4.3	87.3	257.9	389.3
2033	11	-3.6	-15.3	94.4	178.4	389.3
2033	12	-7.4	-19.1	62.6	164.6	389.3
2034	1	-9.1	-20.9	62.6	140.2	389.3
2034	2	-9.7	-21.4	56.7	395.7	389.3
2034	3	-1.2	-13.0	56.2	773.5	389.3
2034	4	4.5	-7.3	63.3	1079.2	389.3
2034	5	16.4	4.5	73.4	1020.4	389.3
2034	6	19.0	7.1	100.5	836.0	389.3
2034	7	21.9	10.0	124.5	970.3	389.3
2034	8	20.7	8.8	104.7	679.8	389.3
2034	9	16.9	5.0	109.1	514.0	389.3
2034	10	7.7	-4.1	81.9	317.4	389.3
2034	11	-1.7	-13.5	79.2	175.0	389.3
2034	12	-4.3	-16.1	59.1	135.6	389.3
2035	1	-13.6	-25.3	59.7	123.4	389.3
2035	2	-10.9	-22.6	54.2	327.8	389.3
2035	3	-1.7	-13.5	59.6	746.6	389.3
2035	4	3.5	-8.3	59.6	832.6	389.3
2035	5	12.4	0.5	71.9	1054.4	389.3
2035	6	19.9	8.0	94.1	898.2	389.3
2035	7	22.3	10.4	122.0	813.4	389.3
2035	8	19.0	7.1	94.0	786.5	389.3
2035	9	14.7	2.8	116.4	522.9	389.3
2035	10	6.3	-5.5	83.0	268.6	389.3
2035	11	0.6	-11.2	91.0	162.6	389.3
2035	12	-10.9	-22.7	61.4	147.4	389.3
2036	1	-11.5	-23.2	55.4	128.8	389.3
2036	2	-14.4	-26.2	54.3	303.6	389.3
2036	3	0.0	-11.8	57.9	684.1	389.3
2036	4	7.3	-4.5	60.2	1103.6	389.3
2036	5	14.7	2.9	78.4	1072.6	389.3
2036	6	17.9	6.0	96.9	1036.9	389.3
2036	7	23.2	11.3	122.4	896.2	389.3
2036	8	19.0	7.1	115.9	789.8	389.3
2036	9	13.4	1.5	92.9	571.0	389.3
2036	10	6.2	-5.6	88.8	259.8	389.3
2036	11	-1.5	-13.3	70.6	155.5	389.3
2036	12	-10.9	-22.6	70.7	142.3	389.3
2037	1	-9.0	-20.7	67.9	139.9	389.3
2037	2	-10.7	-22.5	59.9	314.7	389.3
2037	3	1.7	-10.1	56.2	757.1	389.3
2037	4	7.4	-4.4	52.5	1110.1	389.3
2037	5	7.7	-4.1	59.1	954.3	389.3
2037	6	20.3	8.4	106.1	1093.9	389.3
2037	7	19.3	7.4	123.7	781.9	389.3
2037	8	18.7	6.8	108.6	724.5	389.3
2037	9	14.1	2.3	100.8	479.9	389.3
2037	10	5.8	-6.0	89.9	265.2	389.3
2037	11	-1.9	-13.7	86.6	174.5	389.3
2037	12	-8.7	-20.4	67.8	139.7	389.3
2038	1	-14.1	-25.8	57.0	149.3	389.3
2038	2	-9.0	-20.8	50.9	392.5	389.3
2038	3	1.0	-10.8	53.4	755.8	389.3
2038	4	4.5	-7.3	60.3	920.6	389.3
2038	5	13.3	1.4	75.4	1005.5	389.3
2038	6	19.2	7.3	110.9	914.9	389.3
2038	7	24.5	12.5	117.7	777.2	389.3
2038	8	20.4	8.5	114.4	686.7	389.3
2038	9	15.4	3.6	109.3	600.9	389.3
2038	10	8.7	-3.1	74.2	307.6	389.3
2038	11	3.3	-8.5	87.5	177.7	389.3
2038	12	-6.2	-18.0	60.9	162.5	389.3
2039	1	-13.7	-25.5	61.1	144.5	389.3
2039	2	-11.3	-23.1	57.8	349.2	389.3
2039	3	-2.3	-14.1	52.7	799.2	389.3
2039	4	3.0	-8.9	68.1	1103.5	389.3
2039	5	15.0	3.1	84.2	1143.9	389.3
2039	6	19.4	7.5	99.4	1049.9	389.3
2039	7	23.8	11.9	121.9	835.1	389.3
2039	8	21.3	9.4	116.3	686.2	389.3
2039	9	13.2	1.4	114.3	571.6	389.3
2039	10	10.0	-1.9	76.1	274.5	389.3
2039	11	-2.4	-14.1	80.0	186.8	389.3
2039	12	-15.9	-27.6	59.3	150.0	389.3
2040	1	-12.0	-23.8	55.5	104.8	389.3
2040	2	-8.1	-19.9	56.8	391.1	389.3
2040	3	-1.5	-13.3	65.9	792.7	389.3
2040	4	7.5	-4.3	66.8	923.5	389.3
2040	5	16.8	5.0	73.7	983.2	389.3
2040	6	21.4	9.5	113.2	1054.7	389.3
2040	7	24.5	12.6	104.3	802.8	389.3
2040	8	20.9	9.0	108.3	769.7	389.3
2040	9	15.0	3.1	121.4	404.4	389.3
2040	10	10.3	-1.5	77.2	250.3	389.3
2040	11	2.2	-9.6	86.5	169.9	389.3
2040	12	-9.6	-21.3	66.5	173.8	389.3
2041	1	-11.8	-23.6	62.0	125.6	389.3
2041	2	-5.2	-17.0	50.6	370.7	389.3
2041	3	-2.5	-14.3	55.1	733.7	389.3
2041	4	5.6	-6.3	64.2	1054.3	389.3
2041	5	15.4	3.6	74.5	1114.7	389.3
2041	6	19.0	7.1	125.2	1075.4	389.3
2041	7	23.6	11.7	111.9	915.7	389.3
2041	8	20.3	8.4	116.4	592.5	389.3
2041	9	12.4	0.6	98.1	542.4	389.3
2041	10	9.4	-2.4	91.5	289.2	389.3
2041	11	-3.3	-15.0	79.6	177.6	389.3
2041	12	-11.3	-23.0	74.2	149.4	389.3
2042	1	-15.2	-26.9	62.1	120.6	389.3
2042	2	-9.1	-20.9	56.2	380.8	389.3
2042	3	-1.9	-13.7	61.6	674.5	389.3
2042	4	5.0	-6.8	61.4	888.3	389.3
2042	5	14.8	2.9	70.9	961.6	389.3
2042	6	20.5	8.6	96.3	939.6	389.3
2042	7	23.9	12.0	131.0	779.0	389.3
2042	8	21.5	9.6	101.1	768.6	389.3
2042	9	13.7	1.9	105.0	504.8	389.3
2042	10	8.3	-3.5	88.3	277.2	389.3
2042	11	0.8	-11.0	83.9	184.7	389.3
2042	12	-4.5	-16.3	72.7	161.6	389.3
2043	1	-13.2	-25.0	62.4	126.9	389.3
2043	2	-8.7	-20.4	56.7	374.8	389.3
2043	3	-4.9	-16.7	54.8	796.9	389.3
2043	4	6.5	-5.3	66.3	918.7	389.3
2043	5	14.6	2.7	74.7	1161.9	389.3
2043	6	21.1	9.2	97.8	1230.1	389.3
2043	7	23.8	11.9	120.1	911.2	389.3
2043	8	20.0	8.1	107.4	710.9	389.3
2043	9	14.2	2.3	112.3	576.5	389.3
2043	10	6.0	-5.8	84.0	297.0	389.3
2043	11	-2.2	-14.0	92.1	128.8	389.3
2043	12	-8.2	-20.0	77.0	141.4	389.3
2044	1	-11.3	-23.0	59.9	137.1	389.3
2044	2	-5.8	-17.5	59.2	398.3	389.3
2044	3	-3.7	-15.5	52.6	646.6	389.3
2044	4	8.5	-3.3	61.9	1089.9	389.3
2044	5	18.1	6.2	68.6	1024.5	389.3
2044	6	20.0	8.1	107.4	947.1	389.3
2044	7	23.4	11.5	123.1	734.3	389.3
2044	8	20.4	8.5	97.3	694.5	389.3
2044	9	15.0	3.1	101.7	540.9	389.3
2044	10	6.6	-5.2	78.8	284.6	389.3
2044	11	-1.2	-13.0	82.0	156.2	389.3
2044	12	-8.8	-20.6	58.7	173.6	389.3
2045	1	-14.9	-26.6	63.6	133.2	389.3
2045	2	-9.5	-21.3	64.8	386.4	389.3
2045	3	-1.4	-13.2	60.3	696.8	389.3
2045	4	11.6	-0.3	56.3	898.7	389.3
2045	5	14.7	2.9	78.4	1044.7	389.3
2045	6	18.8	6.9	104.0	1172.9	389.3
2045	7	20.5	8.6	118.0	802.6	389.3
2045	8	20.7	8.8	115.2	697.6	389.3
2045	9	12.9	1.1	101.3	626.0	389.3
2045	10	5.9	-5.9	78.4	347.0	389.3
2045	11	-1.4	-13.2	83.6	143.8	389.3
2045	12	-13.6	-25.3	71.1	173.1	389.3
2046	1	-11.7	-23.4	58.9	123.2	389.3
2046	2	-7.1	-18.8	59.0	444.1	389.3
2046	3	-2.3	-14.1	65.8	753.5	389.3
2046	4	8.1	-3.8	58.4	1008.4	389.3
2046	5	15.2	3.3	70.2	1053.7	389.3
2046	6	19.9	8.0	103.5	975.5	389.3
2046	7	20.9	9.0	108.6	888.5	389.3
2046	8	21.1	9.2	87.8	660.0	389.3
2046	9	13.9	2.0	102.1	485.8	389.3
2046	10	8.5	-3.3	89.7	271.4	389.3
2046	11	1.7	-10.1	79.7	166.2	389.3
2046	12	-9.7	-21.5	73.9	167.4	389.3
2047	1	-14.9	-26.6	62.8	128.3	389.3
2047	2	-10.5	-22.2	56.2	358.6	389.3
2047	3	-1.3	-13.1	59.9	711.1	389.3
2047	4	1.5	-10.3	71.3	895.7	389.3
2047	5	16.4	4.5	66.9	1018.4	389.3
2047	6	17.9	6.0	117.1	1059.6	389.3
2047	7	24.1	12.2	119.1	861.2	389.3
2047	8	20.2	8.3	102.7	787.1	389.3
2047	9	13.8	1.9	104.8	535.0	389.3
2047	10	12.9	1.0	91.3	244.7	389.3
2047	11	2.1	-9.7	75.2	175.6	389.3
2047	12	-8.1	-19.9	69.7	143.3	389.3
2048	1	-8.6	-20.3	64.1	143.7	389.3
2048	2	-9.9	-21.7	60.6	376.3	389.3
2048	3	-3.0	-14.8	53.1	813.9	389.3
2048	4	2.0	-9.8	57.5	1026.2	389.3
2048	5	16.2	4.3	80.5	1003.0	389.3
2048	6	19.2	7.3	93.6	929.9	389.3
2048	7	22.1	10.2	104.7	806.7	389.3
2048	8	22.1	10.2	123.7	692.5	389.3
2048	9	16.5	4.6	99.1	659.4	389.3
2048	10	7.6	-4.2	75.4	309.3	389.3
2048	11	-2.6	-14.4	89.1	184.5	389.3
2048	12	-7.3	-19.1	61.0	147.7	389.3
2049	1	-12.3	-24.0	61.5	143.3	389.3
2049	2	-5.4	-17.2	50.1	371.8	389.3
2049	3	1.0	-10.8	59.4	754.7	389.3
2049	4	5.4	-6.4	60.8	1065.0	389.3
2049	5	13.5	1.7	76.2	1038.0	389.3
2049	6	22.8	10.8	113.2	989.3	389.3
2049	7	24.6	12.6	111.2	970.6	389.3
2049	8	18.2	6.4	90.0	609.6	389.3
2049	9	15.4	3.6	93.0	520.4	389.3
2049	10	9.7	-2.2	81.1	272.2	389.3
2049	11	-0.7	-12.5	76.8	177.2	389.3
2049	12	-11.5	-23.3	59.8	156.9	389.3
2050	1	-16.0	-27.7	59.6	123.9	389.3
2050	2	-8.6	-20.3	57.2	401.9	389.3
2050	3	-3.8	-15.6	62.6	654.2	389.3
2050	4	4.9	-6.9	58.4	1104.8	389.3
2050	5	13.4	1.5	67.0	1069.6	389.3
2050	6	20.7	8.8	97.2	800.7	389.3
2050	7	23.1	11.2	119.5	837.4	389.3
2050	8	21.6	9.7	103.5	831.8	389.3
2050	9	14.9	3.0	108.4	492.8	389.3
2050	10	5.7	-6.1	86.3	319.9	389.3
2050	11	0.9	-10.9	82.0	165.3	389.3
2050	12	-10.5	-22.2	62.2	153.9	389.3
2051	1	-12.4	-24.2	69.6	129.2	389.3
2051	2	-13.4	-25.2	59.2	317.4	389.3
2051	3	0.0	-11.8	51.6	812.7	389.3
2051	4	3.9	-7.9	62.6	920.1	389.3
2051	5	15.8	3.9	68.3	1028.2	389.3
2051	6	22.6	10.7	105.6	1068.6	389.3
2051	7	22.0	10.1	135.1	949.5	389.3
2051	8	18.2	6.3	106.3	818.3	389.3
2051	9	16.7	4.8	98.8	504.4	389.3
2051	10	6.3	-5.5	88.2	258.6	389.3
2051	11	-4.3	-16.1	89.9	144.1	389.3
2051	12	-9.6	-21.4	68.2	156.2	389.3
2052	1	-11.2	-23.0	59.2	124.3	389.3
2052	2	-11.8	-23.5	63.0	315.2	389.3
2052	3	-1.9	-13.7	55.4	754.3	389.3
2052	4	7.4	-4.5	62.5	796.8	389.3
2052	5	16.7	4.8	66.8	982.3	389.3
2052	6	20.0	8.1	98.3	1038.3	389.3
2052	7	20.4	8.6	123.1	836.5	389.3
2052	8	21.0	9.1	102.6	681.9	389.3
2052	9	14.8	3.0	95.4	530.1	389.3
2052	10	6.3	-5.5	85.7	229.8	389.3
2052	11	-2.7	-14.5	91.3	155.5	389.3
2052	12	-9.7	-21.4	74.1	148.4	389.3
2053	1	-8.4	-20.1	62.4	134.7	389.3
2053	2	-9.8	-21.5	55.5	318.3	389.3
2053	3	-3.0	-14.8	57.6	747.2	389.3
2053	4	5.5	-6.3	58.7	979.2	389.3
2053	5	16.1	4.2	82.0	911.1	389.3
2053	6	18.8	6.9	102.3	916.7	389.3
2053	7	23.2	11.3	113.9	836.7	389.3
2053	8	21.7	9.8	91.4	782.7	389.3
2053	9	15.4	3.5	102.7	527.9	389.3
2053	10	7.3	-4.5	78.5	281.2	389.3
2053	11	1.5	-10.3	86.3	163.6	389.3
2053	12	-5.0	-16.8	65.0	162.6	389.3
2054	1	-10.5	-22.3	63.9	117.0	389.3
2054	2	-9.7	-21.5	59.3	379.2	389.3
2054	3	-1.3	-13.1	54.8	591.2	389.3
2054	4	5.8	-6.0	61.9	1191.1	389.3
2054	5	12.0	0.2	79.1	1110.1	389.3
2054	6	18.8	6.9	106.7	991.2	389.3
2054	7	22.6	10.7	117.2	821.9	389.3
2054	8	20.4	8.5	104.6	743.5	389.3
2054	9	15.2	3.3	100.8	586.5	389.3
2054	10	7.0	-4.8	89.8	292.0	389.3
2054	11	-0.5	-12.3	86.0	177.8	389.3
2054	12	-7.6	-19.4	55.4	166.2	389.3
2055	1	-9.3	-21.1	62.5	137.4	389.3
2055	2	-11.1	-22.8	51.5	277.2	389.3
2055	3	-2.4	-14.2	59.5	790.6	389.3
2055	4	4.6	-7.2	57.2	924.4	389.3
2055	5	17.3	5.4	63.7	1127.1	389.3
2055	6	20.5	8.6	99.6	981.2	389.3
2055	7	21.7	9.8	134.2	856.1	389.3
2055	8	18.8	6.9	100.3	821.8	389.3
2055	9	16.6	4.7	115.3	605.7	389.3
2055	10	8.5	-3.4	89.5	265.3	389.3
2055	11	3.5	-8.4	91.9	159.0	389.3
2055	12	-10.4	-22.2	67.4	116.1	389.3
2056	1	-11.2	-22.9	60.8	118.5	389.3
2056	2	-15.5	-27.2	53.8	325.8	389.3
2056	3	-1.6	-13.4	60.0	745.6	389.3
2056	4	6.4	-5.4	59.9	856.4	389.3
2056	5	17.6	5.7	80.9	1141.4	389.3
2056	6	18.9	7.0	100.9	983.7	389.3
2056	7	22.4	10.5	126.8	868.5	389.3
2056	8	20.3	8.4	99.5	853.5	389.3
2056	9	15.1	3.2	115.5	526.2	389.3
2056	10	7.9	-4.0	79.5	249.2	389.3
2056	11	-0.7	-12.5	78.1	139.0	389.3
2056	12	-13.3	-25.1	67.0	137.2	389.3
2057	1	-10.1	-21.8	67.7	140.1	389.3
2057	2	-7.2	-19.0	54.8	298.8	389.3
2057	3	-8.3	-20.1	58.7	770.1	389.3
2057	4	4.9	-6.9	60.5	940.9	389.3
